State Well Number,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Latitude DD,Longitude DD,Unnamed: 8,Unnamed: 9,Unnamed: 10,County,Drilling End Date,Well Depth (ft. below land surface),Unnamed: 14,Unnamed: 15,Unnamed: 16
5843707.0,,,,,,30.2747222,-97.7397222,,,,Travis,1859,471.0,,,
5850103.0,,,,,,30.236111,-97.857501,,,,Travis,1885,45.0,,,
5850205.0,,,,,,30.231389,-97.805834,,,,Travis,1887,265.0,,,
7047102.0,,,,,,29.355834,-100.213612,,,,Kinney,1888,266.0,,,
5835501.0,,,,,,30.44,-97.693611,,,,Travis,1889,276.0,,,
6833208.0,,,,,,29.466112,-98.927222,,,,Medina,1890,297.0,,,
6836603.0,,,,,,29.4420278,-98.52635,,,,Bexar,1893,498.0,,,
7038903.0,,,,,,29.412778,-100.273055,,,,Kinney,1893,360.0,,,
6816704.0,,,,,,29.764167,-98.110001,,,,Comal,1893,,,,
5835210.0,,,,,,30.467778,-97.6725,,,,Travis,1894,362.0,,,
6709804.0,,,,,,29.751945,-97.950001,,,,Guadalupe,1894,983.0,,,
6935804.0,,,,,,29.394445,-99.702223,,,,Uvalde,1894,283.0,,,
6943204.0,,,,,,29.362501,-99.674444,,,,Uvalde,1895,333.0,,,
6823212.0,,,,,,29.743611,-98.173055,,,,Comal,1895,265.0,,,
6816804.0,,,,,,29.778055,-98.063056,,,,Comal,1896,210.0,,,
6830601.0,,,,,,29.5648,-98.274844,,,,Guadalupe,1896,565.0,,,
7047301.0,,,,,,29.341945,-100.146389,,,,Kinney,1896,220.0,,,
6830801.0,,,,,,29.5177778,-98.3141667,,,,Bexar,1896,700.0,,,
6830310.0,,,,,,29.596111,-98.263889,,,,Guadalupe,1897,360.0,,,
6823210.0,,,,,,29.715001,-98.208056,,,,Comal,1898,304.0,,,
6816605.0,,,,,,29.829167,-98.004445,,,,Hays,1898,187.0,,,
6939518.0,,,,,,29.443334,-99.179722,,,,Medina,1898,265.0,,,
5858703.0,,,,,,30.0280556,-97.8544444,,,,Hays,1898,507.0,,,
6938508.0,,,,,,29.424167,-99.309723,,,,Medina,1898,350.0,,,
6940205.0,,,,,,29.498889,-99.062778,,,,Medina,1898,325.0,,,
7038602.0,,,,,,29.455834,-100.283334,,,,Kinney,1899,365.0,,,
6940408.0,,,,,,29.430278,-99.102778,,,,Medina,1900,278.0,,,
6938502.0,,,,,,29.446945,-99.299167,,,,Medina,1900,450.0,,,
5834202.0,,,,,,30.493334,-97.827778,,,,Williamson,1900,60.0,,,
6831211.0,,,,,,29.591111,-98.197778,,,,Guadalupe,1900,442.0,,,
6826811.0,,,,,,29.52,-98.8172222,,,,Medina,1900,520.0,,,
5835803.0,,,,,,30.402223,-97.682778,,,,Travis,1900,1400.0,,,
5804607.0,,,,,,30.956945,-97.533055,,,,Bell,1900,84.0,,,
6701829.0,,,,,,29.8861111,-97.9402778,,,,Hays,1900,23.0,,,
5819402.0,,,,,,30.702501,-97.750001,,,,Williamson,1900,110.0,,,
6830208.0,,,,,,29.6102806,-98.3196278,,,,Comal,1900,292.0,,,
5834614.0,,,,,,30.431111,-97.786111,,,,Travis,1900,100.0,,,
5835205.0,,,,,,30.465278,-97.698334,,,,Williamson,1900,280.0,,,
5819315.0,,,,,,30.722778,-97.643056,,,,Williamson,1900,300.0,,,
6931902.0,,,,,,29.524722,-99.140278,,,,Medina,1901,460.0,,,
6938706.0,,,,,,29.412778,-99.366944,,,,Medina,1901,500.0,,,
6816703.0,,,,,,29.753334,-98.093056,,,,Comal,1901,140.0,,,
5850110.0,,,,,,30.214445,-97.850834,,,,Travis,1901,217.0,,,
5811907.0,,,,,,30.763334,-97.625555,,,,Williamson,1902,415.0,,,
6938309.0,,,,,,29.502223,-99.271111,,,,Medina,1902,400.0,,,
5850102.0,,,,,,30.221389,-97.860556,,,,Travis,1902,250.0,,,
5811906.0,,,,,,30.751667,-97.633611,,,,Williamson,1902,377.0,,,
6831102.0,,,,,,29.603056,-98.225278,,,,Guadalupe,1902,405.0,,,
6822303.0,,,,,,29.713612,-98.251945,,,,Comal,1902,515.0,,,
6836910.0,,,,,,29.401389,-98.522778,,,,Bexar,1903,915.0,,,
6837423.0,,,,,,29.445278,-98.473055,,,,Bexar,1903,729.0,,,
6830111.0,,,,,,29.614723,-98.3375,,,,Comal,1903,230.0,,,
5813501.0,,,,,,30.795556,-97.43,,,,Williamson,1903,1320.0,,,
5835301.0,,,,,,30.470555,-97.663334,,,,Travis,1903,352.0,,,
6940410.0,,,,,,29.457223,-99.115556,,,,Medina,1904,260.0,,,
6834107.0,,,,,,29.4825,-98.851667,,,,Medina,1904,750.0,,,
6829507.0,,,,,,29.563889,-98.420278,,,,Bexar,1904,,,,
5835211.0,,,,,,30.479444,-97.672778,,,,Travis,1904,317.0,,,
6830612.0,,,,,,29.543334,-98.289167,,,,Bexar,1904,554.0,,,
6939809.0,,,,,,29.398056,-99.196111,,,,Medina,1904,495.0,,,
5835716.0,,,,,,30.402778,-97.712778,,,,Travis,1904,307.0,,,
7039701.0,,,,,,29.414723,-100.231667,,,,Kinney,1904,410.0,,,
6939813.0,,,,,,29.393334,-99.184722,,,,Medina,1904,477.0,,,
5835203.0,,,,,,30.490834,-97.676111,,,,Williamson,1905,218.0,,,
6939523.0,,,,,,29.4175,-99.17,,,,Medina,1905,500.0,,,
6939525.0,,,,,,29.429722,-99.188334,,,,Medina,1905,270.0,,,
6939306.0,,,,,,29.478333,-99.140556,,,,Medina,1905,290.0,,,
6943404.0,,,,,,29.304445,-99.736945,,,,Uvalde,1905,,,,
5819826.0,,,,,,30.640556,-97.678889,,,,Williamson,1905,130.0,,,
6938909.0,,,,,,29.415001,-99.278055,,,,Medina,1906,707.0,,,
6837437.0,,,,,,29.437778,-98.482222,,,,Bexar,1906,805.0,,,
6836507.0,,,,,,29.426667,-98.544445,,,,Bexar,1906,1380.0,,,
6836810.0,,,,,,29.381111,-98.561389,,,,Bexar,1906,1400.0,,,
6823306.0,,,,,,29.746667,-98.153056,,,,Comal,1906,190.0,,,
6939602.0,,,,,,29.443611,-99.129722,,,,Medina,1906,298.0,,,
6947306.0,,,,,,29.3463056,-99.1389444,,,,Medina,1906,1500.0,,,
6940206.0,,,,,,29.492778,-99.072222,,,,Medina,1906,286.0,,,
6937401.0,,,,,,29.457778,-99.491111,,,,Uvalde,1906,461.0,,,
6837431.0,,,,,,29.425405,-98.47711,,,,Bexar,1906,1195.0,,,
6939810.0,,,,,,29.405834,-99.185834,,,,Medina,1906,447.0,,,
7038501.0,,,,,,29.433055,-100.308612,,,,Kinney,1906,395.0,,,
6940419.0,,,,,,29.418889,-99.101389,,,,Medina,1906,312.0,,,
6837438.0,,,,,,29.437778,-98.482222,,,,Bexar,1907,728.0,,,
6837408.0,,,,,,29.426667,-98.487778,,,,Bexar,1907,765.0,,,
7039401.0,,,,,,29.452501,-100.222778,,,,Kinney,1907,455.0,,,
6938203.0,,,,,,29.496389,-99.294445,,,,Medina,1907,370.0,,,
6844503.0,,,,,,29.3169722,-98.5669556,,,,Bexar,1907,2400.0,,,
6822601.0,,,,,,29.6775,-98.286111,,,,Comal,1907,288.0,,,
7037203.0,,,,,,29.478889,-100.422222,,,,Kinney,1907,269.0,,,
5858101.0,,,,,,30.083611,-97.8425,,,,Hays,1907,244.0,,,
6938613.0,,,,,,29.420833,-99.265278,,,,Medina,1908,485.0,,,
6836911.0,,,,,,29.406667,-98.531667,,,,Bexar,1908,1165.0,,,
6828201.0,,,,,,29.594445,-98.58,,,,Bexar,1908,387.0,,,
6837434.0,,,,,,29.428055,-98.489445,,,,Bexar,1908,1018.0,,,
6825708.0,,,,,,29.515556,-98.9775,,,,Medina,1908,560.0,,,
6939520.0,,,,,,29.433889,-99.186667,,,,Medina,1908,290.0,,,
6825911.0,,,,,,29.505556,-98.898611,,,,Medina,1908,350.0,,,
5820101.0,,,,,,30.735834,-97.587222,,,,Williamson,1908,590.0,,,
5820401.0,,,,,,30.675278,-97.586667,,,,Williamson,1908,412.0,,,
6943405.0,,,,,,29.314445,-99.736667,,,,Uvalde,1908,221.0,,,
6833104.0,,,,,,29.489167,-98.979722,,,,Medina,1908,320.0,,,
6701702.0,,,,,,29.896111,-97.965278,,,,Hays,1908,176.0,,,
6947307.0,,,,,,29.346111,-99.139167,,,,Medina,1909,1600.0,,,
6939514.0,,,,,,29.418333,-99.189445,,,,Medina,1909,330.0,,,
6837435.0,,,,,,29.428055,-98.489445,,,,Bexar,1909,831.0,,,
6837417.0,,,,,,29.426111,-98.487222,,,,Bexar,1909,900.0,,,
6940418.0,,,,,,29.425278,-99.102778,,,,Medina,1909,260.0,,,
5812601.0,,,,,,30.8181667,-97.5110556,,,,Williamson,1910,1041.0,,,
6939903.0,,,,,,29.404445,-99.133889,,,,Medina,1910,300.0,,,
5850112.0,,,,,,30.208889,-97.842778,,,,Travis,1910,300.0,,,
6938504.0,,,,,,29.448056,-99.310001,,,,Medina,1910,300.0,,,
6709102.0,,,,,,29.851112,-97.976111,,,,Hays,1910,204.0,,,
6829501.0,,,,,,29.5775,-98.450278,,,,Bexar,1910,350.0,,,
6836809.0,,,,,,29.376111,-98.563056,,,,Bexar,1910,1590.0,,,
6940409.0,,,,,,29.434445,-99.119444,,,,Medina,1910,265.0,,,
6836303.0,,,,,,29.47,-98.509723,,,,Bexar,1910,540.0,,,
5835207.0,,,,,,30.461389,-97.689722,,,,Travis,1910,330.0,,,
6845102.0,,,,,,29.374444,-98.4975,,,,Bexar,1910,2103.0,,,
6938307.0,,,,,,29.473611,-99.27,,,,Medina,1910,420.0,,,
6836506.0,,,,,,29.43,-98.571389,,,,Bexar,1910,1000.0,,,
6938506.0,,,,,,29.440556,-99.305001,,,,Medina,1910,500.0,,,
6825912.0,,,,,,29.501945,-98.888334,,,,Medina,1910,444.0,,,
6836928.0,,,,,,29.406112,-98.511945,,,,Bexar,1910,1400.0,,,
6844502.0,,,,,,29.301667,-98.555556,,,,Bexar,1911,1850.0,,,
6836812.0,,,,,,29.409723,-98.582222,,,,Bexar,1911,1483.0,,,
6946106.0,,,,,,29.351112,-99.350001,,,,Medina,1911,1140.0,,,
6822503.0,,,,,,29.684722,-98.316389,,,,Comal,1911,1240.0,,,
6825710.0,,,,,,29.500834,-98.98,,,,Medina,1911,365.0,,,
6836930.0,,,,,,29.394167,-98.531667,,,,Bexar,1911,1417.0,,,
6837129.0,,,,,,29.4692083,-98.4652722,,,,Bexar,1912,390.0,,,
7046101.0,,,,,,29.343889,-100.343056,,,,Kinney,1912,500.0,,,
6837202.0,,,,,,29.463612,-98.426389,,,,Bexar,1912,702.0,,,
6823310.0,,,,,,29.730833,-98.125555,,,,Comal,1912,85.0,,,
5819802.0,,,,,,30.636945,-97.680833,,,,Williamson,1912,102.0,,,
6939204.0,,,,,,29.459167,-99.208334,,,,Medina,1912,350.0,,,
6938612.0,,,,,,29.426389,-99.256667,,,,Medina,1912,350.0,,,
6836923.0,,,,,,29.393889,-98.510278,,,,Bexar,1912,1185.0,,,
5842810.0,,,,,,30.270833,-97.809723,,,,Travis,1912,295.0,,,
6701307.0,,,,,,29.967778,-97.887222,,,,Hays,1912,290.0,,,
5836104.0,,,,,,30.462501,-97.5975,,,,Travis,1912,630.0,,,
5835601.0,,,,,,30.443056,-97.654167,,,,Travis,1912,690.0,,,
6938602.0,,,,,,29.433055,-99.272778,,,,Medina,1912,295.0,,,
6830206.0,,,,,,29.586667,-98.304723,,,,Guadalupe,1913,323.0,,,
5836202.0,,,,,,30.499445,-97.58,,,,Travis,1913,725.0,,,
6935502.0,,,,,,29.447778,-99.671389,,,,Uvalde,1913,270.0,,,
6816601.0,,,,,,29.829722,-98.001667,,,,Hays,1913,200.0,,,
6836913.0,,,,,,29.380833,-98.52,,,,Bexar,1913,1364.0,,,
5850805.0,,,,,,30.157501,-97.829167,,,,Travis,1913,244.0,,,
6832402.0,,,,,,29.580555,-98.115834,,,,Guadalupe,1913,600.0,,,
7038901.0,,,,,,29.411667,-100.260834,,,,Kinney,1913,380.0,,,
6701807.0,,,,,,29.901112,-97.919444,,,,Hays,1914,77.0,,,
6940503.0,,,,,,29.444722,-99.075278,,,,Medina,1914,250.0,,,
6830901.0,,,,,,29.513056,-98.267222,,,,Bexar,1914,690.0,,,
6701815.0,,,,,,29.891111,-97.935,,,,Hays,1914,85.0,,,
6834705.0,,,,,,29.407223,-98.873889,,,,Medina,1914,580.0,,,
6831114.0,,,,,,29.595556,-98.235278,,,,Guadalupe,1914,400.0,,,
6837203.0,,,,,,29.4791389,-98.4326111,,,,Bexar,1914,874.0,,,
6834301.0,,,,,,29.475555,-98.779167,,,,Bexar,1914,370.0,,,
6940405.0,,,,,,29.435,-99.102501,,,,Medina,1914,300.0,,,
6940504.0,,,,,,29.455278,-99.063889,,,,Medina,1914,300.0,,,
7047401.0,,,,,,29.292222,-100.23,,,,Kinney,1914,200.0,,,
5812401.0,,,,,,30.83,-97.608056,,,,Williamson,1915,615.0,,,
5850209.0,,,,,,30.236945,-97.794167,,,,Travis,1915,330.0,,,
6940207.0,,,,,,29.482222,-99.076111,,,,Medina,1915,325.0,,,
6833101.0,,,,,,29.475,-98.984167,,,,Medina,1915,350.0,,,
6946108.0,,,,,,29.354445,-99.344722,,,,Medina,1915,1150.0,,,
6834106.0,,,,,,29.491945,-98.853056,,,,Medina,1915,769.0,,,
6939910.0,,,,,,29.410001,-99.154723,,,,Medina,1915,460.0,,,
6837707.0,,,,,,29.400834,-98.493056,,,,Bexar,1915,1103.0,,,
6815801.0,,,,,,29.757223,-98.191945,,,,Comal,1915,365.0,,,
6824301.0,,,,,,29.723611,-98.0325,,,,Guadalupe,1915,650.0,,,
6947302.0,,,,,,29.369167,-99.164167,,,,Medina,1916,1410.0,,,
6841605.0,,,,,,29.314167,-98.901389,,,,Medina,1916,1502.0,,,
6947513.0,,,,,,29.315834,-99.201112,,,,Medina,1916,50.0,,,
6939909.0,,,,,,29.404445,-99.146667,,,,Medina,1916,500.0,,,
6836113.0,,,,,,29.466389,-98.586389,,,,Bexar,1916,1100.0,,,
6938306.0,,,,,,29.489722,-99.2875,,,,Medina,1916,400.0,,,
6837513.0,,,,,,29.440278,-98.428333,,,,Bexar,1916,932.0,,,
5819630.0,,,,,,30.699722,-97.656945,,,,Williamson,1916,159.0,,,
6938205.0,,,,,,29.469444,-99.300556,,,,Medina,1917,400.0,,,
5850201.0,,,,,,30.219167,-97.793611,,,,Travis,1917,290.0,,,
6837409.0,,,,,,29.418611,-98.495834,,,,Bexar,1918,836.0,,,
6939507.0,,,,,,29.453334,-99.195,,,,Medina,1918,400.0,,,
6938204.0,,,,,,29.466944,-99.297222,,,,Medina,1918,400.0,,,
6931802.0,,,,,,29.522778,-99.18,,,,Medina,1918,320.0,,,
6836606.0,,,,,,29.433055,-98.507501,,,,Bexar,1918,802.0,,,
7046102.0,,,,,,29.358056,-100.346389,,,,Kinney,1918,300.0,,,
6834108.0,,,,,,29.478333,-98.843889,,,,Medina,1918,775.0,,,
6835915.0,,,,,,29.3975833,-98.6349167,,,,Bexar,1919,900.0,,,
6945404.0,,,,,,29.319444,-99.469444,,,,Uvalde,1919,1043.0,,,
6945401.0,,,,,,29.319444,-99.47,,,,Uvalde,1919,1043.0,,,
6833211.0,,,,,,29.474722,-98.950278,,,,Medina,1919,275.0,,,
6938611.0,,,,,,29.430555,-99.278333,,,,Medina,1920,240.0,,,
6938102.0,,,,,,29.469722,-99.368889,,,,Medina,1920,400.0,,,
6827401.0,,,,,,29.552778,-98.744445,,,,Bexar,1920,424.0,,,
6830216.0,,,,,,29.620555,-98.328889,,,,Comal,1920,185.0,,,
6940709.0,,,,,,29.410834,-99.106112,,,,Medina,1920,700.0,,,
6833210.0,,,,,,29.4861111,-98.9358333,,,,Medina,1920,275.0,,,
6828922.0,,,,,,29.505834,-98.503612,,,,Bexar,1920,600.0,,,
5842911.0,,,,,,30.268889,-97.782778,,,,Travis,1920,135.0,,,
6838112.0,,,,,,29.476389,-98.352501,,,,Bexar,1920,900.0,,,
6940302.0,,,,,,29.48,-99.026111,,,,Medina,1920,307.0,,,
5812706.0,,,,,,30.786389,-97.618333,,,,Williamson,1920,500.0,,,
6823805.0,,,,,,29.628611,-98.181667,,,,Guadalupe,1920,610.0,,,
6939904.0,,,,,,29.396111,-99.162778,,,,Medina,1920,650.0,,,
5827601.0,,,,,,30.546667,-97.625833,,,,Williamson,1920,560.0,,,
6833206.0,,,,,,29.4930556,-98.9336111,,,,Medina,1920,,,,
5835208.0,,,,,,30.468889,-97.669444,,,,Travis,1920,300.0,,,
6842405.0,,,,,,29.319722,-98.841389,,,,Medina,1920,1326.0,,,
5835902.0,,,,,,30.392222,-97.646389,,,,Travis,1920,725.0,,,
6842807.0,,,,,,29.278055,-98.833334,,,,Medina,1920,,,,
6931705.0,,,,,,29.501667,-99.215556,,,,Medina,1920,500.0,,,
6836706.0,,,,,,29.4065722,-98.6249333,,,,Bexar,1921,888.0,,,
6823801.0,,,,,,29.636111,-98.170555,,,,Guadalupe,1921,500.0,,,
5850101.0,,,,,,30.226111,-97.869444,,,,Travis,1921,217.0,,,
6940417.0,,,,,,29.432778,-99.110001,,,,Medina,1921,256.0,,,
5819825.0,,,,,,30.649167,-97.6775,,,,Williamson,1921,89.0,,,
5835507.0,,,,,,30.429444,-97.668889,,,,Travis,1921,525.0,,,
6836927.0,,,,,,29.405278,-98.512501,,,,Bexar,1921,1400.0,,,
5850803.0,,,,,,30.144445,-97.815834,,,,Travis,1922,283.0,,,
6837606.0,,,,,,29.445834,-98.411112,,,,Bexar,1922,970.0,,,
7037403.0,,,,,,29.444167,-100.459445,,,,Kinney,1922,300.0,,,
6931704.0,,,,,,29.518333,-99.216944,,,,Medina,1922,300.0,,,
7047802.0,,,,,,29.263334,-100.208056,,,,Kinney,1922,1000.0,,,
6834209.0,,,,,,29.483611,-98.818611,,,,Medina,1923,740.0,,,
6831108.0,,,,,,29.585,-98.216944,,,,Guadalupe,1923,600.0,,,
6834204.0,,,,,,29.496111,-98.819722,,,,Medina,1923,749.0,,,
5819824.0,,,,,,30.656389,-97.671667,,,,Williamson,1923,138.0,,,
6938308.0,,,,,,29.481944,-99.252778,,,,Medina,1923,320.0,,,
6830201.0,,,,,,29.587222,-98.303056,,,,Guadalupe,1923,320.0,,,
6938105.0,,,,,,29.466389,-99.361667,,,,Medina,1923,500.0,,,
6841301.0,,,,,,29.3550556,-98.8801111,,,,Medina,1923,710.0,,,
7039702.0,,,,,,29.399722,-100.229167,,,,Kinney,1923,,,,
6940104.0,,,,,,29.499445,-99.109723,,,,Medina,1924,322.0,,,
6836609.0,,,,,,29.427222,-98.506389,,,,Bexar,1924,1239.0,,,
6945305.0,,,,,,29.374722,-99.396667,,,,Medina,1924,650.0,,,
6836713.0,,,,,,29.388056,-98.599445,,,,Bexar,1924,1677.0,,,
6815918.0,,,,,,29.759445,-98.139722,,,,Comal,1925,84.0,,,
5850807.0,,,,,,30.142222,-97.793334,,,,Travis,1925,300.0,,,
7047601.0,,,,,,29.299722,-100.143056,,,,Kinney,1925,285.0,,,
7047501.0,,,,,,29.320555,-100.171667,,,,Kinney,1925,435.0,,,
6939811.0,,,,,,29.391111,-99.171389,,,,Medina,1925,500.0,,,
6838301.0,,,,,,29.472778,-98.265556,,,,Bexar,1925,854.0,,,
6829708.0,,,,,,29.501667,-98.461389,,,,Bexar,1925,370.0,,,
6833915.0,,,,,,29.390556,-98.876111,,,,Medina,1925,562.0,,,
6830514.0,,,,,,29.579167,-98.319722,,,,Bexar,1925,1497.0,,,
5859105.0,,,,,,30.104723,-97.738611,,,,Travis,1925,745.0,,,
6836715.0,,,,,,29.416389,-98.607501,,,,Bexar,1925,1006.0,,,
5836402.0,,,,,,30.451667,-97.605278,,,,Travis,1925,610.0,,,
6954401.0,,,,,,29.1866667,-99.3386111,,,,Medina,1926,2000.0,,,
6838101.0,,,,,,29.4654833,-98.3600333,,,,Bexar,1926,900.0,,,
6943911.0,,,,,,29.2905278,-99.6528611,,,,Uvalde,1926,946.0,,,
6837118.0,,,,,,29.497778,-98.479167,,,,Bexar,1926,700.0,,,
6939907.0,,,,,,29.399722,-99.150001,,,,Medina,1926,805.0,,,
6954803.0,,,,,,29.153056,-99.301945,,,,Medina,1926,2164.0,,,
6939603.0,,,,,,29.430555,-99.162778,,,,Medina,1926,380.0,,,
6950304.0,,,,,,29.229722,-99.753334,,,,Uvalde,1926,135.0,,,
6837516.0,,,,,,29.454445,-98.418055,,,,Bexar,1926,739.0,,,
5850503.0,,,,,,30.173055,-97.816667,,,,Travis,1926,451.0,,,
6842226.0,,,,,,29.365834,-98.824722,,,,Medina,1926,560.0,,,
6947108.0,,,,,,29.357223,-99.236945,,,,Medina,1926,1100.0,,,
6835911.0,,,,,,29.394722,-98.650834,,,,Bexar,1926,916.0,,,
6950326.0,,,,,,29.220278,-99.771944,,,,Uvalde,1927,200.0,,,
5850104.0,,,,,,30.235278,-97.844167,,,,Travis,1927,234.0,,,
6950204.0,,,,,,29.220555,-99.825,,,,Uvalde,1927,475.0,,,
6947514.0,,,,,,29.2925,-99.199167,,,,Medina,1927,838.0,,,
5843106.0,,,,,,30.366389,-97.717222,,,,Travis,1927,395.0,,,
6938705.0,,,,,,29.383611,-99.360556,,,,Medina,1927,585.0,,,
6833503.0,,,,,,29.4522222,-98.9433333,,,,Medina,1927,880.0,,,
6938402.0,,,,,,29.426667,-99.343334,,,,Medina,1927,600.0,,,
6836711.0,,,,,,29.391667,-98.600834,,,,Bexar,1927,1400.0,,,
6841202.0,,,,,,29.335556,-98.93,,,,Medina,1927,1147.0,,,
6938707.0,,,,,,29.410278,-99.370278,,,,Medina,1927,677.0,,,
6830613.0,,,,,,29.5425,-98.289167,,,,Bexar,1928,700.0,,,
6944705.0,,,,,,29.264723,-99.603056,,,,Uvalde,1928,1330.0,,,
6940412.0,,,,,,29.448334,-99.116389,,,,Medina,1928,262.0,,,
5842602.0,,,,,,30.330278,-97.751945,,,,Travis,1928,330.0,,,
6825804.0,,,,,,29.512501,-98.948611,,,,Medina,1928,450.0,,,
6834508.0,,,,,,29.448334,-98.810001,,,,Medina,1928,486.0,,,
6822603.0,,,,,,29.702501,-98.251389,,,,Comal,1928,330.0,,,
6837418.0,,,,,,29.429444,-98.491945,,,,Bexar,1928,1414.0,,,
6834507.0,,,,,,29.4371028,-98.81225,,,,Medina,1928,445.0,,,
6932701.0,,,,,,29.521667,-99.085834,,,,Medina,1928,346.0,,,
6950609.0,,,,,,29.187778,-99.782778,,,,Uvalde,1928,650.0,,,
6945306.0,,,,,,29.340556,-99.38,,,,Medina,1928,995.0,,,
6829922.0,,,,,,29.533055,-98.401667,,,,Bexar,1928,350.0,,,
6946201.0,,,,,,29.3475,-99.311667,,,,Medina,1928,1100.0,,,
6829923.0,,,,,,29.533055,-98.401667,,,,Bexar,1928,470.0,,,
6845803.0,,,,,,29.262778,-98.435,,,,Bexar,1929,2558.0,,,
6844219.0,,,,,,29.3630444,-98.5459583,,,,Bexar,1929,1328.0,,,
6829207.0,,,,,,29.616389,-98.426944,,,,Bexar,1929,300.0,,,
6842315.0,,,,,,29.374167,-98.761389,,,,Bexar,1929,830.0,,,
6830616.0,,,,,,29.541945,-98.291111,,,,Bexar,1929,1003.0,,,
6837512.0,,,,,,29.438611,-98.429722,,,,Bexar,1929,620.0,,,
6837717.0,,,,,,29.390556,-98.4975,,,,Bexar,1929,1841.0,,,
5831201.0,,,,,,30.623611,-97.18,,,,Milam,1929,2231.0,,,
6841311.0,,,,,,29.36,-98.8877778,,,,Medina,1929,700.0,,,
6837410.0,,,,,,29.426667,-98.490556,,,,Bexar,1929,778.0,,,
6842224.0,,,,,,29.359445,-98.819167,,,,Medina,1929,1180.0,,,
6837204.0,,,,,,29.469641,-98.439369,,,,Bexar,1929,756.0,,,
6830614.0,,,,,,29.5425,-98.288889,,,,Bexar,1929,563.0,,,
6833604.0,,,,,,29.4221944,-98.8887639,,,,Medina,1929,641.0,,,
6830615.0,,,,,,29.541945,-98.291111,,,,Bexar,1929,583.0,,,
6824106.0,,,,,,29.734722,-98.113612,,,,Comal,1929,65.0,,,
6939202.0,,,,,,29.491389,-99.185278,,,,Medina,1929,270.0,,,
5835413.0,,,,,,30.419167,-97.746111,,,,Travis,1929,336.0,,,
6941701.0,,,,,,29.260556,-99.971389,,,,Uvalde,1929,593.0,,,
6841312.0,,,,,,29.348889,-98.901667,,,,Medina,1930,1070.0,,,
6837430.0,,,,,,29.4225,-98.488334,,,,Bexar,1930,900.0,,,
7031702.0,,,,,,29.507223,-100.2325,,,,Kinney,1930,160.0,,,
6827511.0,,,,,,29.558612,-98.669722,,,,Bexar,1930,365.0,,,
6955202.0,,,,,,29.227222,-99.200834,,,,Medina,1930,1700.0,,,
6829304.0,,,,,,29.597778,-98.410834,,,,Bexar,1930,360.0,,,
6837120.0,,,,,,29.484445,-98.465834,,,,Bexar,1930,550.0,,,
6844211.0,,,,,,29.355278,-98.581944,,,,Bexar,1930,1400.0,,,
6828923.0,,,,,,29.506945,-98.501667,,,,Bexar,1930,600.0,,,
6833209.0,,,,,,29.476667,-98.925555,,,,Medina,1930,272.0,,,
6930902.0,,,,,,29.529722,-99.274722,,,,Medina,1930,275.0,,,
6834706.0,,,,,,29.415556,-98.866389,,,,Medina,1930,501.0,,,
6940506.0,,,,,,29.431667,-99.060556,,,,Medina,1930,300.0,,,
6945304.0,,,,,,29.352501,-99.376111,,,,Medina,1930,1050.0,,,
6838109.0,,,,,,29.4662778,-98.3473889,,,,Bexar,1930,860.0,,,
6823308.0,,,,,,29.747778,-98.145556,,,,Comal,1931,186.0,,,
6837419.0,,,,,,29.426389,-98.489445,,,,Bexar,1931,1043.0,,,
6837421.0,,,,,,29.445278,-98.482222,,,,Bexar,1931,853.0,,,
6841602.0,,,,,,29.321111,-98.914723,,,,Medina,1932,1285.0,,,
6931703.0,,,,,,29.532778,-99.231944,,,,Medina,1932,500.0,,,
6701808.0,,,,,,29.901667,-97.919722,,,,Hays,1932,105.0,,,
6937306.0,,,,,,29.495556,-99.378889,,,,Medina,1932,411.0,,,
6940204.0,,,,,,29.471667,-99.070555,,,,Medina,1932,,,,
6940505.0,,,,,,29.448334,-99.048056,,,,Medina,1932,432.0,,,
6823209.0,,,,,,29.720833,-98.179444,,,,Comal,1932,242.0,,,
5835806.0,,,,,,30.402223,-97.678055,,,,Travis,1932,459.0,,,
6825909.0,,,,,,29.514167,-98.901667,,,,Medina,1933,200.0,,,
6829411.0,,,,,,29.564445,-98.485,,,,Bexar,1933,415.0,,,
5835302.0,,,,,,30.472778,-97.641667,,,,Travis,1933,535.0,,,
6842314.0,,,,,,29.370669,-98.780381,,,,Bexar,1933,918.0,,,
5850509.0,,,,,,30.196945,-97.794167,,,,Travis,1933,425.0,,,
5835809.0,,,,,,30.391389,-97.694445,,,,Travis,1933,445.0,,,
6843813.0,,,,,,29.270555,-98.670278,,,,Bexar,1933,1800.0,,,
6823701.0,,,,,,29.648889,-98.216389,,,,Comal,1934,300.0,,,
6932903.0,,,,,,29.514167,-99.035278,,,,Medina,1934,310.0,,,
6843507.0,,,,,,29.294167,-98.696389,,,,Bexar,1934,1915.0,,,
6944901.0,,,,,,29.256667,-99.500278,,,,Uvalde,1934,1165.0,,,
6939103.0,,,,,,29.464445,-99.226944,,,,Medina,1934,355.0,,,
6701304.0,,,,,,29.984722,-97.876389,,,,Hays,1934,372.0,,,
6844227.0,,,,,,29.353889,-98.569444,,,,Bexar,1934,1372.0,,,
6844405.0,,,,,,29.305278,-98.610278,,,,Bexar,1934,2000.0,,,
