State Well Number,Latitude DD,Longitude DD,County,Date,Depth
1362144.0,34.102501,-99.358056,Wilbarger,1939,29.0
1354805.0,34.156112,-99.323889,Wilbarger,1939,45.0
3010509.0,32.796389,-99.826389,Jones,1939,18.0
1354802.0,34.157778,-99.322778,Wilbarger,1939,38.0
3002406.0,32.922778,-99.835834,Jones,1939,23.0
2127944.0,33.500834,-99.650278,Knox,1939,20.0
1360617.0,34.052223,-99.530833,Foard,1939,44.0
2121802.0,33.641667,-99.442778,Baylor,1939,25.0
2142702.0,33.253334,-99.856112,Haskell,1940,40.0
3001704.0,32.898056,-99.986667,Jones,1940,40.0
3002904.0,32.8975,-99.764167,Jones,1940,80.0
3026206.0,32.622778,-99.808334,Jones,1940,21.0
3025605.0,32.545,-99.913612,Jones,1940,30.0
1354806.0,34.154167,-99.323333,Wilbarger,1940,41.0
1360609.0,34.064723,-99.518055,Foard,1940,26.0
2136303.0,33.468889,-99.525,Knox,1940,45.0
1361335.0,34.101945,-99.406112,Wilbarger,1940,36.0
1361608.0,34.055556,-99.408612,Wilbarger,1940,46.0
1449903.0,34.150834,-98.913889,Wichita,1940,30.0
3003601.0,32.946667,-99.648334,Jones,1940,17.0
1354804.0,34.157223,-99.321389,Wilbarger,1940,42.0
1346608.0,34.292222,-99.275278,Wilbarger,1940,26.0
2924904.0,32.628889,-100.003889,Jones,1940,50.0
2149606.0,33.1725,-99.909167,Haskell,1940,37.0
1360618.0,34.057778,-99.510001,Foard,1940,24.0
3003608.0,32.946667,-99.657223,Jones,1940,34.0
1360610.0,34.058889,-99.506667,Foard,1940,28.0
1355103.0,34.245,-99.243056,Wilbarger,1940,25.0
3002404.0,32.922778,-99.835278,Jones,1941,23.0
3018906.0,32.653889,-99.767222,Jones,1941,65.0
2122803.0,33.630278,-99.310001,Baylor,1941,36.0
1449807.0,34.155001,-98.922222,Wichita,1941,30.0
3018614.0,32.672222,-99.764445,Jones,1941,70.0
1449808.0,34.154723,-98.921667,Wichita,1941,30.0
3018238.0,32.749167,-99.793056,Jones,1941,30.0
3003603.0,32.929167,-99.658889,Jones,1941,24.0
3010823.0,32.751667,-99.832778,Jones,1941,58.0
1449810.0,34.153889,-98.920278,Wichita,1941,30.0
1461403.0,34.055556,-98.483611,Wichita,1942,50.0
2149907.0,33.164723,-99.888611,Haskell,1942,43.0
3026305.0,32.604723,-99.751667,Jones,1942,40.0
1355510.0,34.1725,-99.175,Wilbarger,1942,38.0
1355101.0,34.212223,-99.218055,Wilbarger,1942,50.0
1356401.0,34.188889,-99.085,Wilbarger,1942,65.0
2908901.0,32.916112,-100.003334,Jones,1942,41.0
3025506.0,32.557501,-99.921389,Jones,1942,85.0
1346305.0,34.343889,-99.259167,Wilbarger,1942,15.0
2908807.0,32.911945,-100.046945,Jones,1942,32.0
2151713.0,33.164445,-99.733055,Haskell,1942,28.0
2135644.0,33.448611,-99.6375,Knox,1942,42.0
2121702.0,33.631389,-99.468055,Baylor,1943,28.0
2135141.0,33.493334,-99.744445,Knox,1943,27.0
1346517.0,34.316389,-99.301945,Wilbarger,1943,50.0
1354704.0,34.148056,-99.336945,Wilbarger,1943,42.0
1361717.0,34.032222,-99.4725,Wilbarger,1943,30.0
3002803.0,32.886111,-99.812501,Jones,1943,18.0
2150302.0,33.228611,-99.768889,Haskell,1943,50.0
2932211.0,32.596667,-100.081667,Jones,1943,57.0
1361801.0,34.035278,-99.453334,Wilbarger,1943,18.0
2149903.0,33.165278,-99.887778,Haskell,1943,71.0
3002808.0,32.897778,-99.810834,Jones,1943,16.0
3003607.0,32.953612,-99.651112,Jones,1943,29.0
1359612.0,34.078611,-99.6275,Foard,1944,28.0
1359615.0,34.076944,-99.627222,Foard,1944,25.0
1359614.0,34.078055,-99.627222,Foard,1944,28.0
3025108.0,32.615001,-99.993889,Jones,1944,40.0
1360409.0,34.071667,-99.62,Foard,1944,37.0
1360408.0,34.072222,-99.620833,Foard,1944,35.0
3026210.0,32.615278,-99.805278,Jones,1944,23.0
2134701.0,33.393334,-99.860278,Haskell,1944,42.0
2150201.0,33.222222,-99.821667,Haskell,1944,24.0
2150203.0,33.208889,-99.813889,Haskell,1944,45.0
2130345.0,33.591945,-99.290278,Baylor,1944,24.0
2130344.0,33.592778,-99.290278,Baylor,1944,21.0
2130343.0,33.594167,-99.290278,Baylor,1944,20.0
2134501.0,33.4169444,-99.8197222,Knox,1944,40.0
3010503.0,32.808889,-99.825833,Jones,1945,24.0
3003506.0,32.948334,-99.68,Jones,1945,25.0
3003505.0,32.948334,-99.68,Jones,1945,44.0
3002802.0,32.902223,-99.811945,Jones,1945,11.0
3019105.0,32.736945,-99.715001,Jones,1945,15.0
1356502.0,34.171667,-99.055834,Wilbarger,1945,65.0
3017310.0,32.721667,-99.886667,Jones,1945,60.0
2151726.0,33.149722,-99.719444,Haskell,1945,24.0
2151710.0,33.165556,-99.738056,Haskell,1945,28.0
2141917.0,33.259723,-99.881944,Haskell,1945,49.0
3017326.0,32.709445,-99.901667,Jones,1945,48.0
1354825.0,34.1327778,-99.3022222,Wilbarger,1945,40.0
1354824.0,34.133889,-99.300834,Wilbarger,1945,40.0
3019103.0,32.736667,-99.715001,Jones,1945,29.0
1354820.0,34.158889,-99.292222,Wilbarger,1945,43.0
3017714.0,32.634445,-99.979167,Jones,1945,97.0
3018804.0,32.630278,-99.811112,Jones,1945,25.0
2130346.0,33.591945,-99.289445,Baylor,1945,24.0
1449806.0,34.1555556,-98.9233333,Wichita,1945,30.0
2129406.0,33.549722,-99.493334,Knox,1945,30.0
2252101.0,33.245834,-100.6175,Kent,1945,45.0
3025105.0,32.610556,-99.995834,Jones,1946,72.0
2924401.0,32.673333,-100.119444,Jones,1946,65.0
1354808.0,34.155001,-99.320833,Wilbarger,1946,41.0
2141805.0,33.262223,-99.943611,Haskell,1946,52.0
1354811.0,34.156112,-99.311112,Wilbarger,1946,41.0
1354812.0,34.155834,-99.310834,Wilbarger,1946,43.0
3010104.0,32.868055,-99.852501,Jones,1946,25.0
1354829.0,34.131111,-99.301667,Wilbarger,1946,41.0
1354905.0,34.1480556,-99.2866667,Wilbarger,1946,53.0
1354826.0,34.1325,-99.301389,Wilbarger,1946,46.0
2151736.0,33.144722,-99.738334,Haskell,1946,16.0
1230914.0,34.523889,-100.265556,Childress,1946,143.0
1230912.0,34.525278,-100.27,Childress,1946,86.0
1230909.0,34.529167,-100.275833,Childress,1946,133.0
1230908.0,34.530278,-100.282778,Childress,1946,111.0
1230907.0,34.533334,-100.28,Childress,1946,92.0
1460615.0,34.078055,-98.524722,Wichita,1946,40.0
1230904.0,34.535,-100.278055,Childress,1946,111.0
1230916.0,34.5216667,-100.2572222,Childress,1946,202.0
2121924.0,33.666112,-99.382778,Baylor,1946,100.0
2130347.0,33.592778,-99.291111,Baylor,1946,20.0
561911.0,35.011112,-100.3775,Collingsworth,1946,90.0
1449804.0,34.156945,-98.925555,Wichita,1947,30.0
1230902.0,34.537222,-100.276389,Childress,1947,87.0
1449805.0,34.156945,-98.924722,Wichita,1947,30.0
1449803.0,34.156945,-98.926389,Wichita,1947,30.0
2140525.0,33.443334,-99.057778,Baylor,1947,15.0
1449815.0,34.156945,-98.926944,Wichita,1947,30.0
3003502.0,32.924167,-99.67,Jones,1947,21.0
1230910.0,34.527222,-100.2725,Childress,1947,100.0
1354823.0,34.133055,-99.300278,Wilbarger,1947,44.0
1230903.0,34.539445,-100.271944,Childress,1947,132.0
1354828.0,34.131667,-99.300001,Wilbarger,1947,38.0
3019402.0,32.668889,-99.721944,Jones,1947,57.0
2150702.0,33.160001,-99.837222,Haskell,1947,81.0
3019102.0,32.734722,-99.713889,Jones,1947,23.0
1354803.0,34.158056,-99.321944,Wilbarger,1947,44.0
1346423.0,34.294167,-99.364445,Wilbarger,1947,49.0
1354807.0,34.155278,-99.322222,Wilbarger,1947,45.0
2151718.0,33.163334,-99.739722,Haskell,1947,29.0
3026324.0,32.603056,-99.780278,Jones,1947,22.0
3026104.0,32.596111,-99.871389,Jones,1947,100.0
3018411.0,32.685,-99.844722,Jones,1947,67.0
1449824.0,34.156945,-98.926944,Wichita,1947,30.0
1354809.0,34.153889,-99.320278,Wilbarger,1947,45.0
1354827.0,34.132778,-99.299167,Wilbarger,1947,45.0
1346206.0,34.335834,-99.296389,Wilbarger,1948,86.0
3017607.0,32.674444,-99.894445,Jones,1948,40.0
1354814.0,34.161389,-99.296389,Wilbarger,1948,44.0
3018232.0,32.708612,-99.802778,Jones,1948,35.0
2130310.0,33.601945,-99.255834,Baylor,1948,42.0
2130305.0,33.600001,-99.255834,Baylor,1948,42.0
3025707.0,32.518055,-99.9925,Taylor,1948,40.0
1354813.0,34.156112,-99.308056,Wilbarger,1948,41.0
1362124.0,34.087222,-99.362223,Wilbarger,1948,34.0
1354801.0,34.157501,-99.324167,Wilbarger,1948,42.0
3003501.0,32.930833,-99.705001,Jones,1948,18.0
1361622.0,34.0675,-99.403056,Wilbarger,1948,36.0
2150805.0,33.163334,-99.815278,Haskell,1948,72.0
2151705.0,33.157223,-99.741667,Haskell,1948,27.0
3002609.0,32.9366667,-99.7669444,Jones,1948,85.0
2141510.0,33.311389,-99.946111,Haskell,1948,40.0
2129306.0,33.610278,-99.383334,Baylor,1948,19.0
2142429.0,33.306945,-99.851112,Haskell,1949,40.0
2122403.0,33.673333,-99.365278,Baylor,1949,29.0
1338701.0,34.375,-99.3491667,Wilbarger,1949,112.0
1230601.0,34.544167,-100.285834,Childress,1949,103.0
1346409.0,34.3252778,-99.34,Wilbarger,1949,105.0
3026302.0,32.622778,-99.772222,Jones,1949,40.0
2252102.0,33.246389,-100.617778,Kent,1949,52.0
2141113.0,33.351389,-99.973333,Haskell,1949,46.0
1354830.0,34.128333,-99.300278,Wilbarger,1949,41.0
1230602.0,34.543334,-100.277222,Childress,1949,110.0
1230913.0,34.525833,-100.270278,Childress,1949,120.0
1230901.0,34.538056,-100.284167,Childress,1949,123.0
2134104.0,33.47,-99.836667,Knox,1950,30.0
1346607.0,34.331111,-99.269444,Wilbarger,1950,58.0
3018415.0,32.698334,-99.838611,Jones,1950,80.0
3018304.0,32.725,-99.79,Jones,1950,60.0
1346426.0,34.328333,-99.373333,Wilbarger,1950,70.0
1361531.0,34.056112,-99.423889,Wilbarger,1950,31.0
2134703.0,33.381389,-99.84,Haskell,1950,60.0
2149626.0,33.198056,-99.884167,Haskell,1950,38.0
3018214.0,32.722222,-99.792778,Jones,1950,53.0
3018112.0,32.722222,-99.843889,Jones,1950,62.0
1354810.0,34.155278,-99.314723,Wilbarger,1950,45.0
2248602.0,33.329444,-100.003334,Stonewall,1950,35.0
2246801.0,33.2825,-100.3175,Stonewall,1950,52.0
3010815.0,32.783334,-99.828611,Jones,1950,50.0
2141429.0,33.303889,-99.975833,Haskell,1950,37.0
3003402.0,32.936667,-99.740834,Jones,1950,90.0
3002804.0,32.881111,-99.817222,Jones,1950,16.0
2141701.0,33.280833,-99.9825,Haskell,1950,38.0
2142451.0,33.318611,-99.861112,Haskell,1950,55.0
2908601.0,32.923611,-100.012778,Jones,1950,87.0
1148604.0,34.302778,-101.007223,Motley,1950,88.0
2151419.0,33.172222,-99.7425,Haskell,1950,34.0
1362135.0,34.09,-99.353889,Wilbarger,1950,37.0
3018511.0,32.706667,-99.816944,Jones,1950,77.0
